,accession,deepwalk_embedding
10332,P31388,"[ 1.45462513e-01 -4.39234413e-02 -9.37532708e-02  1.48853824e-01
  1.41667187e-01  2.91019946e-01 -1.19550757e-01  1.56134181e-02
  4.43386763e-01 -1.26938075e-01  1.21299878e-01  6.12897910e-02
 -1.47913665e-01 -1.33999541e-01  3.33028913e-01  1.78288415e-01
  2.01579526e-01  3.07385772e-01  2.81609774e-01  6.96056411e-02
  9.17761028e-02  6.87461272e-02  2.34225497e-01 -1.51511401e-01
 -2.24073436e-02 -2.96028852e-01  1.05319597e-01 -3.00355613e-01
  1.49466187e-01 -1.35260791e-01  2.84471661e-01 -2.72734344e-01
 -7.05099776e-02 -9.66772586e-02  3.22523952e-01 -2.29432166e-01
  3.03382069e-01  3.69570315e-01  3.58572155e-01  6.01936728e-02
 -2.73216724e-01 -1.84193686e-01 -3.71969700e-01  1.76464856e-01
  3.46337147e-02 -6.15312904e-02  2.58422911e-01  3.12836736e-01
  4.57277335e-02  1.26497269e-01 -1.03055246e-01 -1.31085902e-01
 -6.12999946e-02  7.92716369e-02  2.42071047e-01 -1.46233261e-01
  2.19166907e-03  3.17011893e-01  1.35465726e-01 -3.44509214e-01
  1.01615647e-02  2.55697519e-01 -2.12258115e-01  3.31682444e-04
 -5.10744343e-04  2.01790974e-01 -2.13394240e-01  2.03201115e-01
 -7.31866956e-02  3.22329432e-01  1.03284314e-01  3.04693878e-01
 -8.54681581e-02  1.39244482e-01 -1.85356557e-01 -1.22280940e-01
 -1.12573907e-01 -1.52808413e-01  1.56680703e-01  9.74313170e-02
  2.33193591e-01 -6.35797009e-02 -2.09287331e-01 -1.39324814e-01
  1.17179640e-01  1.25794262e-01  2.25290850e-01  2.46012345e-01
 -5.52081130e-02  7.93278739e-02 -3.57933909e-01  8.69371742e-02
 -1.45960391e-01 -1.03035316e-01  8.81904885e-02 -5.02833202e-02
  1.51052684e-01 -8.13356116e-02 -2.69636899e-01 -2.51334131e-01
 -2.51043081e-01 -9.33291614e-02 -1.11582868e-01 -1.50772229e-01
  3.14646922e-02 -2.30642065e-01 -1.04083791e-01  2.09707282e-02
 -1.29380569e-01  6.99958727e-02  2.07133695e-01 -9.21074525e-02
  1.58125367e-02  2.90384442e-01  5.89653999e-02 -1.35845974e-01
  1.61575511e-01  3.48869890e-01 -4.12002914e-02  9.94058102e-02
  1.42122939e-01 -4.54218417e-01  8.77084434e-02 -2.10232645e-01
  1.76425502e-01 -2.34932359e-02 -2.16946341e-02  2.56704926e-01]"
637,P34969,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
883,P32305,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
17182,Q8W1W9,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
2431,Q6TXD2,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
20609,Q9LJB4,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
5921,Q9ZUJ5,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
15927,Q91YE9,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
13373,Q9H0P0,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
31495,Q9W197,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
13832,Q969T7,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
9258,O46411,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
24596,P49902,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
8429,P21589,"[ 1.49983481e-01 -4.50204313e-02 -9.64627936e-02  1.53210089e-01
  1.43705219e-01  2.95146525e-01 -1.21443145e-01  1.58730261e-02
  4.45529521e-01 -1.27524316e-01  1.21944763e-01  6.14592507e-02
 -1.48839504e-01 -1.34694040e-01  3.34569663e-01  1.79051071e-01
  1.99555591e-01  3.04317147e-01  2.78936833e-01  6.89759254e-02
  9.11747813e-02  6.82339594e-02  2.32715338e-01 -1.50541320e-01
 -2.23114695e-02 -2.94088751e-01  1.04564667e-01 -2.98524678e-01
  1.48589209e-01 -1.34396285e-01  2.82739341e-01 -2.71079153e-01
 -7.08645731e-02 -9.72613245e-02  3.24081510e-01 -2.30572060e-01
  3.04882407e-01  3.71493399e-01  3.60488892e-01  6.03094213e-02
 -2.72015125e-01 -1.83328286e-01 -3.70140672e-01  1.75766751e-01
  3.43979485e-02 -6.12567440e-02  2.57139564e-01  3.11290413e-01
  4.53787558e-02  1.25891998e-01 -1.02592766e-01 -1.30444616e-01
 -6.10348172e-02  7.88443163e-02  2.40754321e-01 -1.45496994e-01
  2.12754728e-03  3.15364122e-01  1.34718791e-01 -3.42814922e-01
  1.02700433e-02  2.54254103e-01 -2.11282969e-01  3.32404306e-04
 -5.60238084e-04  2.01984376e-01 -2.13639468e-01  2.03396931e-01
 -7.32919425e-02  3.22981477e-01  1.03633828e-01  3.05305690e-01
 -8.56052488e-02  1.39549181e-01 -1.85641110e-01 -1.22339614e-01
 -1.12771727e-01 -1.52896002e-01  1.56974703e-01  9.75656435e-02
  2.33554497e-01 -6.35521337e-02 -2.09597990e-01 -1.39861628e-01
  1.16880693e-01  1.25641212e-01  2.24840760e-01  2.45263994e-01
 -5.50204627e-02  7.91688487e-02 -3.57153803e-01  8.67181569e-02
 -1.45846173e-01 -1.02746710e-01  8.79277959e-02 -5.02857156e-02
  1.51414096e-01 -8.12627673e-02 -2.69835442e-01 -2.51529187e-01
 -2.51397789e-01 -9.36826915e-02 -1.11641213e-01 -1.50937855e-01
  3.12645137e-02 -2.29777113e-01 -1.03636861e-01  2.11430527e-02
 -1.28892720e-01  6.99356198e-02  2.06310436e-01 -9.15355012e-02
  1.58372354e-02  2.89472580e-01  5.90013228e-02 -1.35434702e-01
  1.60906106e-01  3.47626269e-01 -4.08122279e-02  9.89820287e-02
  1.41457394e-01 -4.52778697e-01  8.74045417e-02 -2.09329203e-01
  1.75815448e-01 -2.35262476e-02 -2.15179455e-02  2.55610675e-01]"
10444,Q61503,"[ 0.16363527  0.12191784 -0.1562206   0.04011668  0.18717712  0.10241089
 -0.09554555 -0.07839482  0.3137671  -0.1502681   0.12573455 -0.08897816
 -0.27501822 -0.10992251  0.27355602  0.00633209  0.129988    0.08981817
  0.15736672  0.13597403  0.12652478 -0.08300553  0.2445421  -0.01811742
 -0.05015816 -0.15069406 -0.09551896 -0.16810052  0.13402545 -0.01178394
  0.21161714 -0.1687807  -0.0672439  -0.07133987  0.23905647 -0.1695437
  0.2071812   0.1922536   0.12513079 -0.09278604 -0.30391732 -0.12521419
 -0.1253265   0.25640967 -0.06487639 -0.11468241  0.21681349  0.24453677
  0.00551353 -0.05825891 -0.11039796 -0.09311873 -0.103235    0.00620012
  0.09390753 -0.15256567 -0.08153635  0.13954733  0.03786068 -0.19926988
  0.08318473  0.01599686 -0.22607028  0.02547667  0.01407731  0.05633935
 -0.04387277  0.1753669  -0.01373169  0.2808656   0.1869861   0.32246977
  0.05870699  0.2739352  -0.00517236 -0.1310455  -0.09814796 -0.03149892
  0.16212621  0.18755822  0.29655147  0.0706099  -0.23381916 -0.30597335
  0.09654999  0.18673566  0.13859884 -0.04294896  0.08967558 -0.13151541
 -0.17381124  0.01595943 -0.13355333  0.1326795   0.11461462 -0.08489579
  0.22042312  0.07320233 -0.24609624 -0.11544006 -0.28470877 -0.25188535
 -0.15088464 -0.03342869 -0.12355552 -0.21638258 -0.0470083   0.18238078
 -0.03241742  0.22672173  0.10448908  0.12435808  0.08654231  0.20893681
  0.21713138 -0.15217948  0.05619403  0.27794054  0.06743167 -0.00834319
  0.03946711 -0.30531323  0.02220243  0.01067472  0.04764324 -0.04768547
 -0.05411035  0.14325945]"
1829,P21588,"[ 1.47755966e-01 -4.46672514e-02 -9.50436890e-02  1.51050285e-01
  1.42891362e-01  2.93101639e-01 -1.20630704e-01  1.57970097e-02
  4.46676314e-01 -1.27959862e-01  1.22124687e-01  6.17294535e-02
 -1.48838371e-01 -1.34906262e-01  3.35462213e-01  1.79512098e-01
  2.00176448e-01  3.05335015e-01  2.79768795e-01  6.89964592e-02
  9.14104953e-02  6.84861988e-02  2.33171239e-01 -1.51012570e-01
 -2.21575815e-02 -2.94843316e-01  1.05098501e-01 -2.99173385e-01
  1.48952663e-01 -1.34691089e-01  2.83284307e-01 -2.71722466e-01
 -7.07591698e-02 -9.69143957e-02  3.23799402e-01 -2.30150267e-01
  3.04320782e-01  3.71014953e-01  3.59976083e-01  6.01554662e-02
 -2.71546453e-01 -1.82926923e-01 -3.69690299e-01  1.75538898e-01
  3.44666280e-02 -6.10339493e-02  2.56906718e-01  3.11100006e-01
  4.54111993e-02  1.25734076e-01 -1.02333099e-01 -1.30503774e-01
 -6.08482882e-02  7.88492188e-02  2.40692243e-01 -1.45284936e-01
  2.30655400e-03  3.15082103e-01  1.34720027e-01 -3.42375249e-01
  1.01424539e-02  2.54071623e-01 -2.10914671e-01  4.26469342e-04
 -4.01519064e-04  2.00938925e-01 -2.12418631e-01  2.02176720e-01
 -7.33102113e-02  3.22487831e-01  1.03396751e-01  3.04804653e-01
 -8.55246708e-02  1.39090359e-01 -1.85160294e-01 -1.22168630e-01
 -1.12635687e-01 -1.52763739e-01  1.56552821e-01  9.74944904e-02
  2.33019814e-01 -6.35429695e-02 -2.09188551e-01 -1.39370069e-01
  1.17276341e-01  1.25755817e-01  2.25147054e-01  2.45887429e-01
 -5.52770607e-02  7.92836770e-02 -3.57991189e-01  8.70648324e-02
 -1.46135166e-01 -1.03061251e-01  8.81394446e-02 -5.01569659e-02
  1.50561124e-01 -8.12087059e-02 -2.68868923e-01 -2.50539809e-01
 -2.50470936e-01 -9.31984410e-02 -1.11367956e-01 -1.50262147e-01
  3.13815661e-02 -2.29247496e-01 -1.03584878e-01  2.08251923e-02
 -1.28547519e-01  6.95726871e-02  2.06057876e-01 -9.16389823e-02
  1.55840553e-02  2.88802296e-01  5.87905534e-02 -1.35059148e-01
  1.59943715e-01  3.45140278e-01 -4.08632904e-02  9.83539820e-02
  1.40483886e-01 -4.49389845e-01  8.68637860e-02 -2.08083242e-01
  1.74330413e-01 -2.30068471e-02 -2.15103067e-02  2.53987044e-01]"
21998,Q76FP5,"[ 1.09767959e-01 -5.74784465e-02 -1.73435211e-01  1.45601064e-01
  1.22780129e-01  2.65592247e-01 -1.22883037e-01 -1.07104499e-02
  4.34344441e-01 -1.99901596e-01  8.37971941e-02  5.25972843e-02
 -1.56303555e-01 -9.91959870e-02  2.15018064e-01  2.11548299e-01
  2.26317510e-01  2.54853725e-01  2.91596472e-01  6.05973303e-02
  1.55968025e-01  2.61582397e-02  1.93791315e-01 -9.00357589e-02
  2.17545014e-02 -2.65603721e-01 -2.99340058e-02 -2.28927746e-01
  8.01497996e-02 -1.23153195e-01  3.05270463e-01 -1.58128664e-01
 -1.24789335e-01 -7.58488551e-02  3.28360170e-01 -2.10681885e-01
  2.87380934e-01  4.00298238e-01  2.14941993e-01  7.03177899e-02
 -2.50315964e-01 -1.21686935e-01 -2.71871954e-01  1.50368690e-01
  9.76247899e-03  2.57249847e-02  2.56507546e-01  3.46902370e-01
  8.89808238e-02  3.33259106e-02 -4.19757888e-02 -1.68160513e-01
 -5.78204095e-02  1.34158999e-01  1.97297558e-01 -1.22195370e-01
 -2.80834414e-04  2.38995582e-01  1.70911774e-01 -2.69470662e-01
 -1.55464688e-03  1.33496195e-01 -1.34950593e-01 -6.50203368e-03
  5.67594506e-02  1.95282891e-01 -2.21870691e-01  2.25301027e-01
 -1.36914209e-01  2.22680807e-01  4.64131646e-02  1.91137031e-01
 -4.16140556e-02  1.96713477e-01 -1.60482913e-01 -2.29716480e-01
 -5.53386882e-02 -1.09686665e-01  1.23263165e-01  1.29334807e-01
  2.68316001e-01 -4.91549298e-02 -1.70032308e-01 -7.18813539e-02
  1.81585550e-01  1.34087846e-01  1.60987243e-01  1.85217783e-01
 -5.14498055e-02  1.08713195e-01 -3.43276322e-01  6.83741346e-02
 -1.18580163e-01 -6.57961816e-02  1.77132979e-01  3.24981697e-02
  8.17995816e-02 -4.25797999e-02 -2.34284803e-01 -1.74734458e-01
 -1.47619039e-01 -6.78976700e-02 -1.22009940e-01 -1.41375169e-01
  4.06754091e-02 -1.45284757e-01 -1.03034496e-01  2.39362195e-02
 -4.13234495e-02  7.29861856e-02  2.46838883e-01 -1.11748010e-01
 -2.20907219e-02  2.08712369e-01  5.31127453e-02 -1.27795666e-01
  1.20910458e-01  3.59311134e-01 -7.19733238e-02 -1.28029361e-02
  1.05737261e-01 -2.76530117e-01  3.95100005e-02 -1.38652623e-01
  9.79747400e-02  1.28879678e-02 -1.24173600e-03  3.32805395e-01]"
31155,Q9FWA3,"[ 0.10958952 -0.05743701 -0.17316534  0.14543349  0.12257648  0.26518697
 -0.12270176 -0.01062546  0.43426868 -0.19984289  0.08377424  0.05261181
 -0.156269   -0.09909937  0.21508396  0.2115346   0.22640377  0.25485516
  0.2913918   0.06046096  0.15597175  0.02604044  0.19375454 -0.09010688
  0.02172279 -0.26491186 -0.02987495 -0.22835818  0.08001634 -0.12266683
  0.3043677  -0.15770555 -0.12424126 -0.07566445  0.32725054 -0.20998006
  0.28632188  0.39877105  0.21419483  0.07022931 -0.25089097 -0.12217207
 -0.2725996   0.15074822  0.00988237  0.02581373  0.25728577  0.34794214
  0.08922637  0.03333066 -0.04215585 -0.1684124  -0.05783704  0.13460371
  0.19808653 -0.12252064 -0.000454    0.23964095  0.1715117  -0.27034873
 -0.00150105  0.13401712 -0.13529374 -0.00661408  0.05686903  0.19582042
 -0.2223813   0.2260423  -0.13727485  0.22331578  0.04665888  0.19162518
 -0.04173981  0.19713697 -0.1608634  -0.23010652 -0.05536387 -0.10988532
  0.12359245  0.12964274  0.2689303  -0.04930053 -0.17046894 -0.07210258
  0.18201065  0.13446715  0.16133736  0.18581946 -0.05139538  0.10862441
 -0.34289557  0.06831126 -0.11851251 -0.06569583  0.17696223  0.03237621
  0.08181573 -0.04256865 -0.2340999  -0.17465192 -0.14758731 -0.06783438
 -0.1218346  -0.14121872  0.04060427 -0.14520371 -0.10293765  0.02395797
 -0.04136724  0.07299323  0.24664211 -0.11161246 -0.02206047  0.20862259
  0.0530622  -0.12769291  0.12084688  0.35898322 -0.07193365 -0.01269627
  0.10566509 -0.27637708  0.03949454 -0.13860871  0.09785894  0.01283224
 -0.00118608  0.33254308]"
8094,P86491,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
11006,Q88FY2,"[ 1.10422179e-01 -5.78726046e-02 -1.74357131e-01  1.46496087e-01
  1.23485133e-01  2.66978204e-01 -1.23572625e-01 -1.06960963e-02
  4.33856875e-01 -1.99625790e-01  8.37192461e-02  5.25561646e-02
 -1.56120226e-01 -9.90223065e-02  2.14905128e-01  2.11271480e-01
  2.25760564e-01  2.54171997e-01  2.90574521e-01  6.03388213e-02
  1.55487418e-01  2.59986222e-02  1.93207651e-01 -8.98861215e-02
  2.16484293e-02 -2.64199197e-01 -2.97658779e-02 -2.27824435e-01
  7.97681808e-02 -1.22382708e-01  3.03514272e-01 -1.57279104e-01
 -1.23261683e-01 -7.49243423e-02  3.24675709e-01 -2.08341241e-01
  2.84037143e-01  3.95706058e-01  2.12572008e-01  6.94979131e-02
 -2.45970085e-01 -1.19684443e-01 -2.67185748e-01  1.47748306e-01
  9.68405977e-03  2.52261702e-02  2.51986146e-01  3.40824187e-01
  8.74179006e-02  3.26972045e-02 -4.12887633e-02 -1.65065810e-01
 -5.67556396e-02  1.31844550e-01  1.94007725e-01 -1.20069996e-01
 -3.53139360e-04  2.37200871e-01  1.69621363e-01 -2.67628402e-01
 -1.52234884e-03  1.32602051e-01 -1.33954599e-01 -6.50881464e-03
  5.75676002e-02  1.97937116e-01 -2.24654555e-01  2.28393152e-01
 -1.38631180e-01  2.25658298e-01  4.72681448e-02  1.93609059e-01
 -4.22169827e-02  1.99115336e-01 -1.62522599e-01 -2.32423499e-01
 -5.59306890e-02 -1.10916667e-01  1.24863006e-01  1.31007180e-01
  2.71756768e-01 -4.97149862e-02 -1.72266215e-01 -7.30434060e-02
  1.83891490e-01  1.35867983e-01  1.63049400e-01  1.87707171e-01
 -5.16123399e-02  1.09001979e-01 -3.44278365e-01  6.86094835e-02
 -1.19003095e-01 -6.59951121e-02  1.77701920e-01  3.24772559e-02
  8.23915973e-02 -4.27526832e-02 -2.35606402e-01 -1.75674722e-01
 -1.48509905e-01 -6.82734326e-02 -1.22592986e-01 -1.42058611e-01
  4.08841148e-02 -1.46121174e-01 -1.03553139e-01  2.40851752e-02
 -4.15720120e-02  7.34700710e-02  2.48239994e-01 -1.12279072e-01
 -2.21364945e-02  2.10054040e-01  5.35925850e-02 -1.28525525e-01
  1.21623285e-01  3.61360490e-01 -7.24077225e-02 -1.28233368e-02
  1.06268086e-01 -2.78215110e-01  3.98089513e-02 -1.39505774e-01
  9.86293927e-02  1.29120229e-02 -1.06498133e-03  3.34620476e-01]"
17605,Q6WUC1,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
